	fsa_lights_per100g	id	ingredients	instructions	nutr_per_ingredient	nutr_values_per100g	partition	quantity	title	unit	url	weight_per_ingr	category
13	"{'fat': 'orange', 'salt': 'orange', 'saturates': 'red', 'sugars': 'red'}"	000c364a4a	"[{'text': 'cheese, parmesan, hard'}, {'text': 'butter, without salt'}, {'text': 'wheat flour, white, all-purpose, unenriched'}, {'text': 'pineapple, raw, all varieties'}, {'text': 'sugars, powdered'}]"	"[{'text': 'Mix the butter and the cream cheese in a large bowl then slowly add sifted flour until the ingredients form a soft dough.'}, {'text': 'Cover and refrigerate for 2 hours.'}, {'text': ""Sift some powdered sugar on a cutting board (just a dusting- enough so dough won't stick when you roll it out).""}, {'text': 'Gather a ball of dough the size of a walnut and roll on the cutting board into a circular shape.'}, {'text': 'Sprinkle more powdered sugar as needed so the dought does not stick.'}, {'text': 'Place a small spoonful (approx.'}, {'text': '2 teaspoons) of pineapple preserves in the middle of the circle.'}, {'text': 'Either roll the dough up or fold over and seal the edges.'}, {'text': 'Place on a cookie sheet lined with parchment paper and bake at 350 degrees for 10-15 minutes (until the cookies begin to lightly brown on the bottom and edges.'}, {'text': ').'}]"	"[{'fat': 58.58140679999999, 'nrg': 889.04032, 'pro': 81.07956999999999, 'sat': 37.2172236, 'sod': 3120.71296, 'sug': 1.814368}, {'fat': 184.32, 'nrg': 1632.0, 'pro': 1.92, 'sat': 114.704, 'sod': 32.0, 'sug': 0.16}, {'fat': 2.46, 'nrg': 910.0, 'pro': 25.82, 'sat': 0.388, 'sod': 4.0, 'sug': 0.68}, {'fat': 0.612349199999999, 'nrg': 255.1455, 'pro': 2.7555714, 'sat': 0.04592619, 'sod': 5.10291, 'sug': 50.26366349999999}, {'fat': 0.0, 'nrg': 5604.0, 'pro': 0.0, 'sat': 0.0, 'sod': 24.0, 'sug': 1408.44}]"	"{'energy': 350.0068312130527, 'fat': 9.267036910477277, 'protein': 4.203582408383117, 'salt': 0.30006324391446704, 'saturates': 5.739965188014708, 'sugars': 55.056519189522454}"	train	"[{'text': '8'}, {'text': '1'}, {'text': '2'}, {'text': '18'}, {'text': '12'}]"	Aunt Julie's Pineapple Cookies	"[{'text': 'ounce'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'ounce'}, {'text': 'cup'}]"	http://www.food.com/recipe/aunt-julies-pineapple-cookies-485764	"[226.796, 227.2, 250.0, 510.291, 1440.0]"	DESSERT
14	"{'fat': 'orange', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'green'}"	000cfbeccf	"[{'text': 'broccoli, raw'}, {'text': 'rice, white, long-grain, regular, unenriched, cooked without salt'}, {'text': 'chicken, broiler or fryers, breast, skinless, boneless, meat only, raw'}, {'text': 'lemon juice, raw'}, {'text': 'salad dressing, mayonnaise, regular'}, {'text': 'cheese, cheddar'}, {'text': 'soup, cream of chicken, canned, condensed'}]"	"[{'text': 'Place thawed broccoli in bottom of 8 x 8 x 2 inch casserole dish.'}, {'text': 'Top with cooked rice.'}, {'text': 'Sprinkle chicken over rice.'}, {'text': 'Mix lemon juice, mayonnaise and cheese soup.'}, {'text': 'Pour over chicken.'}, {'text': 'Insert knife in mix so which topping goes into mix.'}, {'text': 'Bake at 350 degrees for 35 to 45 min.'}, {'text': 'Top may be sprinkled with additional cheese.'}]"	"[{'fat': 1.0489315, 'nrg': 96.38830000000002, 'pro': 7.994559, 'sat': 0.11056305, 'sod': 93.55335000000001, 'sug': 4.819415}, {'fat': 0.33, 'nrg': 153.75, 'pro': 3.1875, 'sat': 0.0915, 'sod': 1.5, 'sug': 0.06}, {'fat': 7.336, 'nrg': 336.0, 'pro': 63.0, 'sat': 1.5763999999999991, 'sod': 126.0, 'sug': 0.0}, {'fat': 0.0184375, 'nrg': 1.6875, 'pro': 0.0265625, 'sat': 0.0030624999999999997, 'sod': 0.0625, 'sug': 0.19218749999999998}, {'fat': 82.64, 'nrg': 752.0, 'pro': 1.04, 'sat': 12.92, 'sod': 704.0, 'sug': 0.64}, {'fat': 21.985, 'nrg': 266.5, 'pro': 15.095, 'sat': 12.452, 'sod': 431.0, 'sug': 0.315}, {'fat': 29.08, 'nrg': 452.0, 'pro': 12.0, 'sat': 8.552, 'sod': 3540.0, 'sug': 2.7199999999999998}]"	"{'energy': 150.24056583115575, 'fat': 10.39680946263558, 'protein': 7.470228281338958, 'salt': 0.8934387545437291, 'saturates': 2.606204694092056, 'sugars': 0.6384288185573931}"	train	"[{'text': '10'}, {'text': '3/4'}, {'text': '2'}, {'text': '1 1/2'}, {'text': '1/2'}, {'text': '1/2'}, {'text': '2'}]"	Broccoli Chicken Casserole Recipe	"[{'text': 'ounce'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'teaspoon'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}]"	http://cookeatshare.com/recipes/broccoli-chicken-casserole-36105	"[283.495, 118.5, 280.0, 7.625, 110.4, 66.0, 504.0]"	DINNER
15	"{'fat': 'green', 'salt': 'orange', 'saturates': 'green', 'sugars': 'red'}"	000fe7fcf5	"[{'text': 'butter, without salt'}, {'text': 'honey'}, {'text': 'mustard, prepared, yellow'}, {'text': 'salt, table'}, {'text': 'spices, curry powder'}, {'text': 'chicken, broiler or fryers, breast, skinless, boneless, meat only, raw'}]"	"[{'text': 'Melt butter (or margarine), honey, mustard, salt, and curry powder in a large shallow pan.'}, {'text': 'Wash, dry, then skin chicken pieces.'}, {'text': 'Roll chicken pieces in butter mixture to coat both sides, then arrange, meaty side up in a single layer in same pan.'}, {'text': 'Bake in 375 degree oven for 1 hour or until chicken is tender and richly glazed.'}]"	"[{'fat': 46.08, 'nrg': 408.0, 'pro': 0.48, 'sat': 28.676, 'sod': 8.0, 'sug': 0.04}, {'fat': 0.0, 'nrg': 12372.0, 'pro': 12.24, 'sat': 0.0, 'sod': 168.0, 'sug': 3340.68}, {'fat': 114.24000000000002, 'nrg': 2016.0, 'pro': 127.68, 'sat': 7.392, 'sod': 36960.0, 'sug': 33.60000000000001}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 0.28, 'nrg': 6.0, 'pro': 0.29, 'sat': 0.033, 'sod': 1.0, 'sug': 0.059999999999999006}, {'fat': 35.6523312, 'nrg': 1632.9311999999998, 'pro': 306.1746, 'sat': 7.661168879999998, 'sod': 612.3492, 'sug': 0.0}]"	"{'energy': 185.6304300092979, 'fat': 2.216644790760252, 'protein': 5.047278071595025, 'salt': 1.131586525038018, 'saturates': 0.494288058068287, 'sugars': 38.11318725902392}"	train	"[{'text': '4'}, {'text': '12'}, {'text': '14'}, {'text': '1'}, {'text': '1'}, {'text': '3'}]"	Chicken Diable	"[{'text': 'tablespoon'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'pound'}]"	http://www.food.com/recipe/chicken-diable-247177	"[56.8, 4068.0, 3360.0, 6.0, 2.0, 1360.7759999999998]"	DINNER
18	"{'fat': 'green', 'salt': 'orange', 'saturates': 'green', 'sugars': 'orange'}"	0014d451fe	"[{'text': 'cocoa, dry powder, unsweetened'}, {'text': 'wheat flour, white, all-purpose, unenriched'}, {'text': 'cornstarch'}, {'text': 'leavening agents, baking soda'}, {'text': 'salt, table'}, {'text': 'sugars, granulated'}, {'text': 'yogurt, vanilla, non-fat'}]"	"[{'text': 'mix all ingredients together until well blended, batter will be stiffer than regular brownie batter.'}, {'text': 'bake at 350 for 25-35 minutes.'}]"	"[{'fat': 141.35999999999999, 'nrg': 2352.0, 'pro': 202.32, 'sat': 83.28, 'sod': 216.0, 'sug': 18.0}, {'fat': 41.82, 'nrg': 15470.0, 'pro': 438.94, 'sat': 6.596, 'sod': 68.0, 'sug': 11.56}, {'fat': 0.0037500000000000003, 'nrg': 30.5, 'pro': 0.020624999999999998, 'sat': 0.00075, 'sod': 0.75, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 17626.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 32549.999999999996, 'sug': 0.0}, {'fat': 0.0, 'nrg': 960.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 251.40000000000003}, {'fat': 0.0, 'nrg': 4393.0, 'pro': 165.6, 'sat': 0.0, 'sod': 2645.0, 'sug': 331.43}]"	"{'energy': 204.8978402528829, 'fat': 1.617459427481589, 'protein': 7.124522091934943, 'salt': 1.17227095731718, 'saturates': 0.7935856570187361, 'sugars': 5.407226234834974}"	train	"[{'text': '12'}, {'text': '34'}, {'text': '1'}, {'text': '14'}, {'text': '14'}, {'text': '1 1/4'}, {'text': '23'}]"	Sugar Free Pudge-less Brownies	"[{'text': 'cup'}, {'text': 'cup'}, {'text': 'tablespoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'cup'}, {'text': 'cup'}]"	http://www.food.com/recipe/sugar-free-pudge-less-brownies-92888	"[1032.0, 4250.0, 8.0, 64.39999999999999, 83.99999999999999, 252.00000000000003, 5635.0]"	DESSERT
21	"{'fat': 'orange', 'salt': 'red', 'saturates': 'red', 'sugars': 'green'}"	00180ff35c	"[{'text': ""denny's, hash browns""}, {'text': 'beef, grass-fed, ground, raw'}, {'text': 'cheese, cheddar'}, {'text': 'salt, table'}, {'text': 'spices, pepper, black'}]"	"[{'text': 'Preheat oven to 425F.'}, {'text': 'In a bowl combine hash brown, salt, and pepper.'}, {'text': 'Divided evenly into 12 greased cups.'}, {'text': 'Press mixture onto sides and bottom of muffin cups.'}, {'text': 'Bake at 425 F for 20 minutes or until lightly brwon.'}, {'text': 'Cook ground beef in a large nonstick skillet over medium-high heat, stirring occasionally until meat is cooked.'}, {'text': 'Drain of fat, then put hamburger back into skillet add half of grated sharp cheddar cheese, salt and pepper to taste until all mixed.'}, {'text': 'Remove baking pan from oven, divided ground beef mix into muffin cups, and add cheese on top, then put them back into oven until cheese melts.'}, {'text': 'Place on paper towel to remove excess grease before serving.'}, {'text': 'Serve warm as an appetizer.'}, {'text': 'Enjoy.'}]"	"[{'fat': 45.875160900000004, 'nrg': 1005.27327, 'pro': 12.7062459, 'sat': 8.61881499, 'sod': 2388.1618799999997, 'sug': 7.0420158}, {'fat': 57.7422616, 'nrg': 898.11216, 'pro': 88.0875664, 'sat': 24.1991332, 'sod': 308.44256, 'sug': 0.0}, {'fat': 226.63724279999997, 'nrg': 2748.76752, 'pro': 155.6047356, 'sat': 128.36880395999998, 'sod': 4442.933639999999, 'sug': 3.265862399999999}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 41850.0, 'sug': 0.0}, {'fat': 0.98, 'nrg': 84.0, 'pro': 3.36, 'sat': 0.447999999999999, 'sod': 0.0, 'sug': 0.13999999999999901}]"	"{'energy': 265.4093538084956, 'fat': 18.56206490887215, 'protein': 14.556613579038268, 'salt': 6.863313844831324, 'saturates': 9.057852559666141, 'sugars': 0.585488819935992}"	val	"[{'text': '18'}, {'text': '1'}, {'text': '1 1/2'}, {'text': '18'}, {'text': '14'}]"	Potato and Hamburger Baskets #SP5	"[{'text': 'ounce'}, {'text': 'pound'}, {'text': 'pound'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}]"	http://www.food.com/recipe/potato-and-hamburger-baskets-sp5-515075	"[510.291, 453.592, 680.3879999999999, 108.0, 32.199999999999996]"	DINNER
25	"{'fat': 'orange', 'salt': 'orange', 'saturates': 'green', 'sugars': 'green'}"	00196f106d	"[{'text': 'wheat flour, white, all-purpose, unenriched'}, {'text': 'wheat germ, crude'}, {'text': 'leavening agents, baking powder, double-acting, sodium aluminum sulfate'}, {'text': 'salt, table'}, {'text': 'sugars, granulated'}, {'text': 'spices, cumin seed'}, {'text': 'spices, basil, dried'}, {'text': 'spices, thyme, dried'}, {'text': 'rice, white, long-grain, regular, unenriched, cooked without salt'}, {'text': 'oil, olive, salad or cooking'}, {'text': 'tomatoes, red, ripe, raw, year round average'}, {'text': 'olives, ripe, canned (small-extra large)'}]"	"[{'text': 'Preheat the oven to 350 degrees.'}, {'text': 'Combine the first 8 (dry) ingredients in a mixing bowl and stir together.'}, {'text': 'Make a well in the center and add the rice milk and oil.'}, {'text': 'Stir until well combined, adding more rice milk as needed to make a smooth, slightly stiff batter.'}, {'text': 'Fold in the tomato and olives.'}, {'text': 'Pour the batter into a lightly oiled 9-by-5-by-3-inch loaf pan.'}, {'text': 'Bake for 45 to 50 minutes, or until a knife inserted into the center of the loaf tests clean.'}, {'text': 'Let cool until just warm, then cut into slices to serve.'}, {'text': 'Per slice (12 slices per loaf):'}, {'text': 'Calories: 130'}, {'text': 'Total fat: 4g'}, {'text': 'Protein: 4g'}, {'text': 'Fiber: 3g'}, {'text': 'Carbohydrate: 22g'}, {'text': 'Cholesterol: 0mg'}, {'text': 'Sodium: 218mg'}]"	"[{'fat': 2.7675, 'nrg': 1023.75, 'pro': 29.0475, 'sat': 0.4365, 'sod': 4.5, 'sug': 0.765}, {'fat': 2.795, 'nrg': 103.5, 'pro': 6.655, 'sat': 0.47875000000000006, 'sod': 3.5, 'sug': 0.0}, {'fat': 0.0, 'nrg': 4.0, 'pro': 0.0, 'sat': 0.0, 'sod': 976.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1162.5, 'sug': 0.0}, {'fat': 0.0, 'nrg': 48.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 12.570000000000002}, {'fat': 0.23500000000000001, 'nrg': 4.0, 'pro': 0.185, 'sat': 0.016, 'sod': 2.0, 'sug': 0.025}, {'fat': 0.0074999999999990005, 'nrg': 0.5, 'pro': 0.04, 'sat': 0.0037499999999990002, 'sod': 0.25, 'sug': 0.0025}, {'fat': 0.0043679999999999995, 'nrg': 0.1872, 'pro': 0.005615999999999, 'sat': 0.0016848, 'sod': 0.062400000000000004, 'sug': 0.001248}, {'fat': 0.44, 'nrg': 205.0, 'pro': 4.25, 'sat': 0.122, 'sod': 2.0, 'sug': 0.08}, {'fat': 27.0, 'nrg': 238.0, 'pro': 0.0, 'sat': 3.7279999999999998, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.449999999999999, 'nrg': 40.5, 'pro': 1.9649999999999999, 'sat': 0.063, 'sod': 10.5, 'sug': 5.88}, {'fat': 7.2, 'nrg': 80.0, 'pro': 0.56, 'sat': 0.9520000000000001, 'sod': 496.0, 'sug': 0.0}]"	"{'energy': 215.25798503401262, 'fat': 5.038187091842027, 'protein': 5.260997645442636, 'salt': 0.8183523173678231, 'saturates': 0.714680321473331, 'sugars': 2.380395162575817}"	test	"[{'text': '2 1/4'}, {'text': '1/4'}, {'text': '2'}, {'text': '1/2'}, {'text': '1'}, {'text': '1/2'}, {'text': '1/4'}, {'text': '1'}, {'text': '1'}, {'text': '2'}, {'text': '1 1/2'}, {'text': '1/2'}]"	Tomato-Olive Bread	"[{'text': 'cup'}, {'text': 'cup'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'tablespoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'pinch'}, {'text': 'cup'}, {'text': 'tablespoon'}, {'text': 'cup'}, {'text': 'cup'}]"	http://www.epicurious.com/recipes/food/views/tomato-olive-bread-378996	"[281.25, 28.75, 9.2, 3.0, 12.600000000000001, 1.05, 0.17500000000000002, 0.062400000000000004, 158.0, 27.0, 223.5, 67.2]"	APPETIZER
29	"{'fat': 'red', 'salt': 'red', 'saturates': 'red', 'sugars': 'green'}"	001f938961	"[{'text': 'bacon, meatless'}, {'text': 'cheese, cheddar'}, {'text': 'mustard, prepared, yellow'}, {'text': 'salad dressing, mayonnaise, regular'}, {'text': 'wheat flours, bread, unenriched'}]"	"[{'text': 'Place bacon in a large, deep skillet.'}, {'text': 'Cook over medium-high heat until evenly brown.'}, {'text': 'Drain, crumble and set aside.'}, {'text': 'Preheat oven to broil.'}, {'text': 'In a medium bowl combine the bacon, cheese, mustard and mayonnaise.'}, {'text': 'Stir well.'}, {'text': 'Arrange party bread on a cookie sheet.'}, {'text': 'Spoon mixture onto each slice of bread.'}, {'text': 'Broil for 5 minutes, or until bubbly.'}]"	"[{'fat': 133.90035840000002, 'nrg': 1401.59928, 'pro': 53.024904799999995, 'sat': 20.96502224, 'sod': 6645.1228, 'sug': 0.0}, {'fat': 109.925, 'nrg': 1332.5, 'pro': 75.47500000000001, 'sat': 62.26, 'sod': 2155.0, 'sug': 1.5750000000000002}, {'fat': 1.02, 'nrg': 18.0, 'pro': 1.1400000000000001, 'sat': 0.066, 'sod': 330.0, 'sug': 0.30000000000000004}, {'fat': 165.28, 'nrg': 1504.0, 'pro': 2.08, 'sat': 25.84, 'sod': 1408.0, 'sug': 1.28}, {'fat': 7.5296272, 'nrg': 1637.4671199999998, 'pro': 54.3403216, 'sat': 1.106764479999999, 'sod': 9.07184, 'sug': 1.4061351999999991}]"	"{'energy': 396.07726964806074, 'fat': 28.06851320981946, 'protein': 12.504181926687385, 'salt': 1.772061164636179, 'saturates': 7.408533070248067, 'sugars': 0.306531199260207}"	test	"[{'text': '1'}, {'text': '2 1/2'}, {'text': '2'}, {'text': '1'}, {'text': '1'}]"	Bacon and Cheese Party Bread	"[{'text': 'pound'}, {'text': 'cup'}, {'text': 'tablespoon'}, {'text': 'cup'}, {'text': 'pound'}]"	http://www.food.com/recipe/bacon-and-cheese-party-bread-460421	"[453.592, 330.0, 30.0, 220.8, 453.592]"	APPETIZER
30	"{'fat': 'red', 'salt': 'orange', 'saturates': 'red', 'sugars': 'red'}"	00203e2b66	"[{'text': 'butter, without salt'}, {'text': 'sugars, granulated'}, {'text': 'syrup, maple, canadian'}, {'text': 'wheat flour, white, all-purpose, unenriched'}, {'text': 'leavening agents, baking soda'}, {'text': 'sugars, granulated'}]"	"[{'text': 'In a mixing bowl, cream butter and sugar.'}, {'text': 'Add maple syrup; mix well.'}, {'text': 'Combine the flour and baking soda; gradually add to the creamed mixture.'}, {'text': 'Divide the dough into eight portions; Roll each portion into a 9-inch log.'}, {'text': 'Place 3-inches apart on ungreased baking sheets.'}, {'text': 'Bake at 300F for 25 minutes or until lightly browned.'}, {'text': 'Cut into 1-inch slices (I use a pizza cutter and go through all on a sheet at once).'}, {'text': 'Remove to wire racks to cool.'}, {'text': ""Dust with confectioners' sugar.""}]"	"[{'fat': 184.32, 'nrg': 1632.0, 'pro': 1.92, 'sat': 114.704, 'sod': 32.0, 'sug': 0.16}, {'fat': 0.0, 'nrg': 768.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 201.12000000000003}, {'fat': 0.0, 'nrg': 35.714285714285715, 'pro': 0.0, 'sat': 0.0, 'sod': 1.157407407407407, 'sug': 7.9265873015873005}, {'fat': 2.46, 'nrg': 910.0, 'pro': 25.82, 'sat': 0.388, 'sod': 4.0, 'sug': 0.68}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1259.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 96.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 25.140000000000004}]"	"{'energy': 476.80563883265137, 'fat': 25.875987902546004, 'protein': 3.843023366616479, 'salt': 0.448915213002857, 'saturates': 15.94452939115443, 'sugars': 32.55993751896641}"	val	"[{'text': '1'}, {'text': '1'}, {'text': '2'}, {'text': '2'}, {'text': '1'}, {'text': '2'}]"	Swedish Butter Cookies	"[{'text': 'cup'}, {'text': 'cup'}, {'text': 'teaspoon'}, {'text': 'cup'}, {'text': 'teaspoon'}, {'text': 'tablespoon'}]"	http://www.food.com/recipe/swedish-butter-cookies-106529	"[227.2, 201.60000000000002, 13.227513227513228, 250.0, 4.6, 25.200000000000003]"	DESSERT
31	"{'fat': 'orange', 'salt': 'red', 'saturates': 'green', 'sugars': 'green'}"	00234c37b5	"[{'text': 'spices, basil, dried'}, {'text': 'oil, olive, salad or cooking'}, {'text': 'lime juice, raw'}, {'text': 'sugars, granulated'}, {'text': 'salt, table'}, {'text': 'spices, pepper, black'}, {'text': 'corn, sweet, white, raw'}, {'text': 'cherries, sweet, raw'}, {'text': 'pickles, cucumber, sour'}]"	"[{'text': 'In a jar with a tight fitting lid, combine the basil, oil, lime juice, sugar, salt and pepper, shake well.'}, {'text': 'In a large bowl, combine the corn, tomatoes and cucumber.'}, {'text': 'Drizzle with dressing and toss to coat.'}, {'text': 'Refrigerate until serving.'}]"	"[{'fat': 20.16, 'nrg': 1344.0, 'pro': 107.52000000000001, 'sat': 10.08, 'sod': 672.0, 'sug': 6.720000000000001}, {'fat': 40.5, 'nrg': 357.0, 'pro': 0.0, 'sat': 5.5920000000000005, 'sod': 0.0, 'sug': 0.0}, {'fat': 0.007083333333333001, 'nrg': 2.5, 'pro': 0.042499999999999004, 'sat': 0.0007916666666660001, 'sod': 0.208333333333333, 'sug': 0.17041666666666602}, {'fat': 0.0, 'nrg': 16.0, 'pro': 0.0, 'sat': 0.0, 'sod': 0.0, 'sug': 4.19}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 27900.0, 'sug': 0.0}, {'fat': 0.98, 'nrg': 84.0, 'pro': 3.36, 'sat': 0.447999999999999, 'sod': 0.0, 'sug': 0.13999999999999901}, {'fat': 3.64, 'nrg': 264.0, 'pro': 9.92, 'sat': 0.56, 'sod': 46.0, 'sug': 9.92}, {'fat': 0.56, 'nrg': 174.0, 'pro': 2.92, 'sat': 0.10400000000000001, 'sod': 0.0, 'sug': 35.38}, {'fat': 0.31, 'nrg': 17.0, 'pro': 0.51, 'sat': 0.081, 'sod': 1872.0, 'sug': 1.6400000000000001}]"	"{'energy': 165.048780190736, 'fat': 4.834689353616798, 'protein': 9.081702252049256, 'salt': 5.570480067719814, 'saturates': 1.232534133953692, 'sugars': 4.250301450616908}"	train	"[{'text': '14'}, {'text': '3'}, {'text': '2'}, {'text': '1'}, {'text': '12'}, {'text': '14'}, {'text': '2'}, {'text': '2'}, {'text': '1'}]"	Cherry Tomato Corn Salad	"[{'text': 'cup'}, {'text': 'tablespoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}]"	http://www.food.com/recipe/cherry-tomato-corn-salad-234987	"[470.40000000000003, 40.5, 10.083333333333332, 4.2, 72.0, 32.199999999999996, 308.0, 276.0, 155.0]"	LUNCH
32	"{'fat': 'orange', 'salt': 'green', 'saturates': 'orange', 'sugars': 'orange'}"	0023b306e6	"[{'text': 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966'}, {'text': 'milk, fluid, 1% fat, without added vitamin a and vitamin d'}, {'text': 'spartan, real semi-sweet chocolate baking chips, upc: 011213162966'}, {'text': 'raspberries, raw'}, {'text': 'sugars, powdered'}]"	"[{'text': 'Beat white chocolate pudding mix and 1 cup milk in medium bowl with whisk 2 min.'}, {'text': 'Spoon into 4 dessert dishes.'}, {'text': 'Refrigerate 15 min.'}, {'text': 'Repeat with remaining pudding mix and milk, spooning pudding over white chocolate pudding layers in dessert dishes.'}, {'text': 'Refrigerate 15 min.'}, {'text': 'Top with raspberries before serving; sprinkle with powdered sugar.'}]"	"[{'fat': 11.668125, 'nrg': 204.3125, 'pro': 2.918125, 'sat': 7.293125000000001, 'sod': 0.0, 'sug': 23.331875}, {'fat': 4.74, 'nrg': 204.0, 'pro': 16.44, 'sat': 3.09, 'sod': 214.0, 'sug': 25.38}, {'fat': 11.668125, 'nrg': 204.3125, 'pro': 2.918125, 'sat': 7.293125000000001, 'sod': 0.0, 'sug': 23.331875}, {'fat': 0.8, 'nrg': 64.0, 'pro': 1.48, 'sat': 0.023, 'sod': 1.0, 'sug': 5.44}, {'fat': 0.0, 'nrg': 9.729166666666666, 'pro': 0.0, 'sat': 0.0, 'sod': 0.041666666666666005, 'sug': 2.445208333333333}]"	"{'energy': 97.91072277698525, 'fat': 4.119293865905849, 'protein': 3.388908701854493, 'salt': 0.07669103661436001, 'saturates': 2.524857346647646, 'sugars': 11.402133856395624}"	val	"[{'text': '1/4'}, {'text': '2'}, {'text': '1/4'}, {'text': '1'}, {'text': '1'}]"	Two-Tone Chocolate Pudding Cups	"[{'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'cup'}, {'text': 'teaspoon'}]"	http://www.kraftrecipes.com/recipes/two-tone-chocolate-pudding-cups-185726.aspx	"[43.75, 488.0, 43.75, 123.0, 2.5]"	DESSERT
33	"{'fat': 'orange', 'salt': 'orange', 'saturates': 'orange', 'sugars': 'green'}"	0026a7f805	"[{'text': 'wheat flour, white, all-purpose, unenriched'}, {'text': 'wheat flour, white, all-purpose, unenriched'}, {'text': 'leavening agents, baking soda'}, {'text': 'salt, table'}, {'text': 'butter, without salt'}, {'text': 'milk, buttermilk, fluid, cultured, lowfat'}, {'text': 'wheat flour, white, all-purpose, unenriched'}]"	"[{'text': 'Preheat the oven to 400*.'}, {'text': 'Grease a baking sheet.'}, {'text': 'Sift together the flours, baking soda and salt.'}, {'text': 'Make a well in the center and add the butter and buttermilk.'}, {'text': 'Working from the center, stir to combine the ingredients until a soft dough is formed.'}, {'text': 'Place on the baking sheet.'}, {'text': 'Cut a cross on the top with a sharp knife and dust with flour.'}, {'text': 'Bake until brown, about 40-50 minutes.'}, {'text': 'Transfer to a wire rack to cool.'}]"	"[{'fat': 3.075, 'nrg': 1137.5, 'pro': 32.275, 'sat': 0.485, 'sod': 5.0, 'sug': 0.8500000000000001}, {'fat': 1.23, 'nrg': 455.0, 'pro': 12.91, 'sat': 0.194, 'sod': 2.0, 'sug': 0.34}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 1259.0, 'sug': 0.0}, {'fat': 0.0, 'nrg': 0.0, 'pro': 0.0, 'sat': 0.0, 'sod': 2325.0, 'sug': 0.0}, {'fat': 23.04, 'nrg': 204.0, 'pro': 0.24, 'sat': 14.338, 'sod': 4.0, 'sug': 0.02}, {'fat': 2.7, 'nrg': 122.5, 'pro': 10.1375, 'sat': 1.67875, 'sod': 582.5, 'sug': 14.675}, {'fat': 0.076875, 'nrg': 28.4375, 'pro': 0.806875, 'sat': 0.012124999999999999, 'sod': 0.125, 'sug': 0.02125}]"	"{'energy': 246.33567870977942, 'fat': 3.8101826231322633, 'protein': 7.130286979207841, 'salt': 1.32109257648826, 'saturates': 2.113416080322555, 'sugars': 2.012016760218199}"	val	"[{'text': '2 1/2'}, {'text': '1'}, {'text': '1'}, {'text': '1'}, {'text': '2'}, {'text': '1 1/4'}, {'text': '1'}]"	Irish Soda Bread	"[{'text': 'cup'}, {'text': 'cup'}, {'text': 'teaspoon'}, {'text': 'teaspoon'}, {'text': 'tablespoon'}, {'text': 'cup'}, {'text': 'tablespoon'}]"	http://www.food.com/recipe/irish-soda-bread-231388	"[312.5, 125.0, 4.6, 6.0, 28.4, 306.25, 7.8125]"	APPETIZER
